Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Confidence in national government,Democratic Quality,Delivery Quality,Class
6.631171227,9.897058487,0.87347424,67.54421234,0.893915117,0.008149669,0.846593857,0.4400675,0.357318044,0.05853897,0
6.628080368,9.8950243,0.891493499,68.11624908,0.916879654,-0.046382796,0.673475683,0.550558805,1.07378161,0.745706081,0
6.621312141,10.6617794,0.947236657,70.50614166,0.906293273,0.022298362,0.677172124,0.424583137,1.095714569,1.617307305,0
6.619524956,11.3008709,0.86643666,75.62926483,0.886890888,0.131434411,0.098943882,0.90855819,0.574965596,2.100870132,0
6.61339426,10.44209957,0.918764889,71.82951355,0.91217804,0.33572951,0.663886309,0.734930515,1.133332491,1.013861418,0
6.608017445,10.32893276,0.911362588,70.30318451,0.808484197,-0.153370976,0.886467457,0.435425878,1.010938764,0.931855083,0
6.606550694,9.417053223,0.900777876,63.52719879,0.841173172,-0.077944398,0.898202121,0.292708308,-0.686625302,-0.084210403,0
6.605550289,9.936646461,0.88261503,67.71128082,0.846669197,-0.001248605,0.809942901,0.375584841,0.472272366,0.041950714,0
6.599128723,9.967881203,0.855235577,68.78334808,0.733610928,0.18186979,0.782117426,0.343267798,0.704023659,1.444172263,0
6.590842247,10.48412037,0.930369377,71.82951355,0.916023612,0.333253354,0.696494639,0.618818283,1.138802528,0.974427104,0
6.582700253,10.52217197,0.943929076,70.95704651,0.789120734,0.115197815,0.699270129,0.361352921,0.947905898,1.452818513,0
6.582260132,9.877256393,0.909874201,66.97756958,0.737250388,-0.130663589,0.822900295,0.433749259,0.171151072,-0.593692005,0
6.579789162,9.739870071,0.930619895,64.08443451,0.766335011,-0.236342326,0.77153933,0.518393934,-1.014039755,-1.380611777,0
6.579056263,10.03041649,0.841388166,69.43727112,0.652289748,0.087949701,0.858124971,0.203538865,0.755190849,1.157341003,0
6.574412346,10.5613184,0.912292421,71.62280273,0.684297025,0.104488082,0.922196567,0.30342415,0.779779792,0.48843661,0
6.561443806,9.894828796,0.901897848,67.98419189,0.904332876,-0.086900182,0.53349489,0.595346212,1.049871445,0.775582314,0
6.561041832,11.22541904,0.904473901,74.84983826,0.821816325,-0.167730153,0.098924451,0.825414777,0.544697285,1.931019425,0
6.554047108,9.79282093,0.891282439,67.59570313,0.851441562,-0.093564279,0.556286037,0.631276906,1.039264202,0.741917968,0
6.552796364,9.779354095,0.896301091,64.3243103,0.64196521,-0.238719583,0.837299705,0.388055533,-1.014604926,-1.483182311,0
6.546896935,9.593288422,0.906693101,65.03707886,0.798935294,-0.028626448,0.771339059,0.198534787,0.063678071,-0.230050251,0
6.536030769,8.874507904,0.833974659,62.65618896,0.843398929,0.104445033,0.804462552,0.373200327,-0.496581346,-0.654778361,0
6.53320694,11.2714777,0.807910562,75.30990601,0.827102542,0.095904887,0.242398053,0.856165767,0.707473397,1.960736871,0
6.532749653,10.02289677,0.827141881,69.26559448,0.76888144,0.02641842,0.811511338,0.300492525,0.718928695,1.263902068,0
6.531401634,11.18588448,0.864162147,74.66447449,0.846184611,-0.036895577,0.060282066,0.904517174,0.480224341,1.958239675,0
6.526334763,9.925136566,0.819078863,68.64616394,0.700734138,0.098636225,0.752755523,0.322867334,0.763231277,1.400258422,0
6.525378227,9.683106422,0.878805637,66.6389389,0.670430362,-0.100007206,0.746681035,0.41814661,-0.303273231,-0.052506533,0
6.525146008,9.689642906,0.946309865,63.65704346,0.798280835,-0.063021481,0.646170914,0.630931258,-0.937419176,-1.183680177,0
6.518745899,10.3421526,0.862838507,60.98023224,0.775391877,0.052378628,0.899956524,0.520987928,0.330911636,0.121181503,0
6.518249035,10.37562275,0.944443703,73.42340851,0.818650901,-0.131341591,0.845543444,0.308662713,0.553485274,1.098813653,0
6.515445232,10.56718445,0.935985744,71.53020477,0.832926095,0.289594233,0.456133723,0.456811696,0.907748461,1.819778919,0
6.500194073,10.26966,0.899779022,67.8715744,0.798949361,-0.070589826,0.927871466,0.268838406,1.005162597,0.781761527,0
6.493686199,9.828087807,0.831581831,68.40444946,0.746614039,0.136871696,0.734211445,0.575284302,0.810039222,1.346737504,0
6.483729839,10.27916718,0.877915204,69.72926331,0.800421,-0.175156444,0.896880686,0.339732826,1.008329034,0.885882437,0
6.475208759,10.54688931,0.884922922,72.58893585,0.786780477,-0.10183014,0.622697055,0.283978164,0.506173968,1.312436581,0
6.468387127,9.863960266,0.901776373,66.83669281,0.747498393,-0.148022771,0.816546202,0.418255478,0.19912523,-0.572653413,0
6.466867924,10.53293419,0.877504528,72.58893585,0.803474188,-0.128684133,0.655637443,0.263801724,0.759364009,1.317823052,0
6.464986801,8.894631386,0.822837472,62.89811707,0.868639767,0.048312992,0.821654916,0.272380829,-0.500726223,-0.651932836,0
6.463952541,9.349796295,0.904147327,63.22998428,0.810907423,-0.080381237,0.847268522,0.445631891,-0.672184885,-0.03662632,0
6.456477642,10.34802628,0.947864413,74.09434509,0.738472342,-0.037409976,0.853887916,0.210619807,0.618423641,0.873171568,0
6.45211792,10.38436317,0.941215873,71.82951355,0.903936625,0.391501367,0.669645309,0.721220315,1.154881597,1.039208651,0
6.451916218,8.805375099,0.833815634,61.14974594,0.643478751,0.192472264,0.754889369,0.339307934,-0.588676512,-0.602501392,0
6.450644493,8.9747715,0.87226665,58.33252716,0.705305934,0.015692132,0.768984437,0.255463123,0.360451818,-0.334928513,0
6.449728489,9.824302673,0.864693701,67.72479248,0.870590031,0.053386752,0.615349591,0.584287286,0.885067284,0.706581712,0
6.44878912,9.450613976,0.907402635,63.67808533,0.801191449,-0.09758582,0.886645734,0.298372507,-0.578955114,-0.06621252,0
6.444464684,9.866334915,0.917279661,67.85398865,0.888278008,-0.05708592,0.585632265,0.524399817,0.945000708,0.732360601,0
6.441067219,9.836923599,0.926798582,66.55217743,0.730258167,-0.125791952,0.854695439,0.351856142,0.138445795,-0.469284207,0
6.427221298,9.824954987,0.882819116,67.39851379,0.847702205,-0.191952422,0.850924492,0.419561833,0.381369591,-0.238001987,0
6.424133301,9.750824928,0.918693185,66.41030884,0.63664645,-0.129522815,0.8847422,0.273821533,0.023820966,-0.570943594,0
6.417824268,11.67048359,0.894493103,66.6982193,0.864991903,0.191972777,0.183798134,0.888471901,0.110039175,1.031382799,0
6.416819572,10.60840321,0.925937593,69.71511841,0.800878227,0.156656623,0.792179406,0.34976545,1.166243434,1.690462351,0
6.414494514,8.822012901,0.865605474,60.83840179,0.630151749,0.201126203,0.79628545,0.322260082,-0.458146214,-0.624756992,0
6.40811348,9.296564102,0.892992675,63.07895279,0.816121101,-0.056406017,0.814524472,0.551749408,-0.834782004,-0.124936074,0
6.387571812,9.471579552,0.889900029,63.83065033,0.790897965,-0.107767858,0.842899323,0.271786749,-0.532614708,-0.034292392,0
6.386546135,10.43238258,0.822123706,71.64007568,0.755362809,0.060959447,0.833427012,0.452459902,0.737917781,1.286564708,0
6.380663395,10.3824873,0.95647186,74.22897339,0.73200047,-0.081511393,0.821664929,0.277751327,0.648124874,0.866850436,0
6.374879837,9.379259109,0.914372623,63.37839508,0.827868104,-0.016503865,0.868371546,0.357382864,-0.732900858,-0.079423688,0
6.374817371,9.548503876,0.912455142,65.2454071,0.806571543,-0.112877078,0.781092763,0.264140248,0.010510072,-0.226890311,0
6.358916283,8.904734612,0.811235487,63.14004898,0.862675726,0.008398513,0.812030017,0.468962193,-0.422242403,-0.646931469,0
6.357625008,10.53915787,0.895719409,72.58893585,0.817036211,-0.149804667,0.640602052,0.328252703,0.656632304,1.321429491,0
6.354238033,10.4968462,0.872384131,72.15266418,0.737738907,-0.067901894,0.921075165,0.333916396,0.718360543,0.473874211,0
6.334149361,10.25861073,0.91242677,69.0668869,0.739808738,-0.160838559,0.956799686,0.169811338,1.012242913,0.825533271,0
6.333800316,10.48319817,0.880312502,71.80085754,0.700550497,0.232119724,0.889984667,0.399521708,0.691195607,0.498482764,0
6.331490993,10.26804066,0.91351074,68.88780212,0.787180007,-0.11360164,0.949787855,0.206286699,1.065890908,0.877707362,0
6.329581261,8.811822891,0.866397083,60.54092026,0.627586961,0.131275326,0.80974263,0.299441606,-0.461773932,-0.659151852,0
6.325063229,8.940592766,0.826858878,63.43621826,0.71557045,-0.158239514,0.771750867,0.358650446,-0.023375487,-0.193765968,0
6.322121143,10.12669563,0.817616284,65.05530548,0.674594462,0.203514993,0.837892234,0.436821789,-0.066252634,0.609710813,0
6.320672989,9.493339539,0.886402428,62.88409424,0.776644826,-0.029040007,0.72803849,0.383459598,0.090059429,-0.171661586,0
6.318612099,10.41478729,0.941736817,74.36359406,0.768173754,-0.057693832,0.818558574,0.302516669,0.773103893,0.906595349,0
6.312925339,9.716691971,0.938462794,65.98742676,0.733003676,-0.156323865,0.851799488,0.517504096,0.203246102,-0.399083436,0
6.300235271,9.578333855,0.906098127,65.48678589,0.846932828,0.369734466,0.908612072,0.702815235,-0.768885911,-0.012249041,0
6.296222687,9.674126625,0.923861444,67.3377533,0.82504946,-0.131189704,0.543947875,0.655707836,0.948056579,0.731934249,0
6.290690422,10.34525871,0.937023342,73.37998199,0.754586101,-0.068857409,0.843593001,0.339146554,0.517331183,1.066681504,0
6.289748669,8.811959267,0.859052479,61.47146606,0.695862949,0.162360236,0.794835389,0.340046316,-0.578116119,-0.585787475,0
6.283498287,10.50068855,0.918158531,71.48602295,0.798213184,-0.092475362,0.654168189,0.474448889,0.878130376,1.397212625,0
6.275266647,8.473205566,0.838567436,65.55421448,0.817320645,0.105100371,0.698808014,0.584542394,-0.218253791,-0.707208276,0
6.271604538,9.268606186,0.885926604,62.92282104,0.757100701,-0.061859079,0.837143481,0.440458208,-0.990759373,-0.198891595,0
6.269286633,9.624583244,0.797262073,60.69157028,0.885488451,-0.080004871,0.751282871,0.72176528,0.210094452,-0.21857205,0
6.262793541,10.48499584,0.916703701,73.74215698,0.814396441,-0.068781756,0.733798981,0.231063634,1.033112645,1.356333971,0
6.257771492,9.792393684,0.922433853,63.81007767,0.678400517,-0.247713178,0.776102602,0.53069824,-1.031628489,-1.328963995,0
6.249617577,10.25248623,0.934161127,68.49080658,0.77911222,-0.048853975,0.925964117,0.334044516,1.002025723,0.87146014,0
6.238904476,9.937142372,0.871497095,63.80319214,0.843627632,0.068335734,0.79905206,0.750705838,-0.164882019,0.593715668,0
6.238197803,10.51045895,0.938148081,73.66703033,0.796054125,-0.107196748,0.809233308,0.240005687,0.98999542,1.287541151,0
6.237958431,10.451581,0.878201067,71.04303741,0.836101174,0.006132699,0.712468922,0.664813399,0.795910895,1.185707808,0
6.236287117,9.72148037,0.760614276,67.7769928,0.719465971,-0.15708296,0.707971931,0.256193161,-0.437031597,-0.161394864,0
6.233715057,9.482222557,0.88190037,63.98321533,0.834966123,-0.108304106,0.897553861,0.261251181,-0.432327121,-0.057220649,0
6.231024742,9.600893021,0.926377833,65.68994141,0.781081975,0.445923597,0.925430059,0.506152332,-0.87080425,0.002603438,0
6.228530884,10.53376865,0.831412911,69.59999847,0.676587284,-0.004724982,0.821364701,0.433026195,0.843942583,1.0125283,0
6.216702938,9.509449005,0.897651255,65.02689362,0.859636426,0.526286066,0.916693389,0.683404207,-0.969305158,-0.04427252,0
6.207881927,9.060152054,0.909083962,63.75362015,0.73823607,-0.003755168,0.94598788,0.175664648,0.150930882,-0.042108804,0
6.201762676,9.631463051,0.866324544,66.05983734,0.884916544,0.305584073,0.913651109,0.657713354,-0.981742799,0.00030103,0
6.198601246,10.39367676,0.92945385,72.53316498,0.748514712,-0.137275264,0.797704637,0.424362034,0.351598382,1.089972973,0
6.189050198,10.39807034,0.882246196,68.68000031,0.629909635,-0.034321934,0.845849812,0.277935207,0.68931216,0.839616001,0
6.188262463,10.38921356,0.949940383,72.66778564,0.796495557,-0.147801533,0.839746296,0.302731603,0.402249694,1.107105613,0
6.180507183,10.36275196,0.767177105,71.98014069,0.724629581,0.086746261,0.870691717,0.3364124,0.828574836,1.218171716,0
6.171485424,9.905831337,0.900380909,68.24830627,0.886371911,-0.085954465,0.676212788,0.423132598,1.140277624,0.747620761,0
6.168395042,9.26362133,0.880066812,62.75816345,0.795083821,-0.048526105,0.763223946,0.635107458,-1.008415937,-0.100287393,0
6.167706966,10.37116909,0.883180499,61.2743721,0.846941471,0.101881623,0.947674036,0.383484423,0.287988096,0.06261427,0
6.162076473,10.16781044,0.91739881,68.57260132,0.870707512,-0.102382511,0.847753942,0.382713199,0.67418617,0.767235398,0
6.162004471,10.25093079,0.94345367,68.06864166,0.587157667,-0.143978938,0.92754513,0.276530683,0.91995573,0.57706511,0
6.150027275,10.33133125,0.928640485,73.95972443,0.759356439,-0.110599332,0.915822566,0.184549659,0.500444174,1.004293799,0
6.144676685,11.06175232,0.866255283,74.38977051,0.77638185,-0.092618592,0.035197988,0.973570824,0.472612709,1.958158255,0
6.139824867,8.985945702,0.793659985,64.09453583,0.799847007,-0.193339467,0.797312021,0.251704782,0.109323271,-0.364584833,0
6.1388731,10.21410275,0.924242675,67.71601105,0.634791732,-0.142205775,0.913870215,0.310181499,0.999353647,0.606194675,0
6.138411522,9.240573883,0.893706799,62.58370209,0.785865963,-0.046787661,0.85976088,0.512472034,-0.984300971,-0.11431466,0
6.136096478,9.725855827,0.903955817,64.45954895,0.569961905,-0.226648971,0.826534986,0.202779502,-0.967883587,-1.589446783,0
6.127988338,9.447132111,0.950980365,66.25126648,0.882047236,-0.038561594,0.911755919,0.360039532,0.266746968,-0.01730342,0
6.125723839,10.17547321,0.908239841,65.45418549,0.507947206,-0.27263096,0.956347883,0.344657153,0.851863742,0.918602824,0
6.117638111,9.968101501,0.882460237,67.87834167,0.884479761,-0.096953698,0.836976767,0.329894483,0.481653512,0.021204807,0
6.116024494,10.32062149,0.815516651,72.59554291,0.676652968,-0.0436147,0.751621127,0.324227005,0.533491373,0.903217912,0
6.115437508,9.251891136,0.842352092,67.14689636,0.846336305,-0.020777568,0.774084151,0.474427789,-0.172825217,-0.704167545,0
6.085579395,8.571310043,0.831319928,57.13157272,0.778938591,-0.030451763,0.762604535,0.468150496,-0.250255913,-0.805518031,0
6.082555294,10.26389885,0.917203367,69.49420929,0.895522416,0.021303374,0.844790697,0.331916302,0.957573533,0.9297418,0
6.075547218,11.47464561,0.918950438,64.28721619,0.769072413,-0.279768884,0.32815811,0.799622059,-0.085338771,0.388509721,0
6.07363987,9.660334587,0.907543659,66.23931885,0.924145699,0.345258892,0.877978384,0.645925045,-1.015279174,0.028222356,0
6.073158264,9.792595863,0.862205565,66.1286087,0.652832627,-0.140862063,0.881057739,0.405823737,0.273739934,-0.404017568,0
6.062891006,10.23913479,0.924753785,70.10884094,0.904386282,-0.027284415,0.890754104,0.238065988,0.96744442,0.879258931,0
6.062851906,9.792030334,0.835543633,68.06708527,0.744291902,0.156343028,0.633629858,0.581012249,0.848233819,1.309390545,0
6.062010765,9.745803833,0.893039763,67.46670532,0.832241356,-0.17134437,0.47137624,0.728630126,0.985765755,0.7597422,0
6.057086468,10.50087643,0.913309336,72.28565979,0.567738414,-0.026122497,0.933460951,0.259559691,0.70651567,0.435912699,0
6.056752682,10.48429871,0.901924908,73.96668243,0.771722376,-0.157220587,0.769557059,0.27027148,0.960023105,1.358309865,0
6.052223206,10.13297367,0.919640005,66.21733093,0.635757685,-0.116859503,0.907136023,0.308679521,0.982111931,0.676018119,0
6.038574696,10.32319832,0.793317616,70.28807831,0.443107843,-0.300489306,0.958768308,0.316206783,0.341853738,0.544110537,0
6.036976814,10.12182331,0.931755424,62.54149628,0.744332075,-0.279212117,0.869267285,0.640166044,-0.994013846,-0.53965503,0
6.035964012,10.26829433,0.931166053,69.97438812,0.907440901,-0.032927569,0.893133819,0.181583047,1.013063908,0.922107577,0
6.033480644,11.30766296,0.925128222,75.72083282,0.903735638,0.125497803,0.047311153,0.930617273,0.622577965,2.072999477,0
6.033189297,8.269874573,0.823966086,62.45906448,0.661202788,0.126270443,0.856734335,0.287242413,-0.420538872,-0.694146931,0
6.027634621,9.919036865,0.775817871,67.06228638,0.541909754,-0.248352468,0.923860013,0.311118603,0.573861003,0.355111867,0
6.026585102,10.43252182,0.89789933,73.07937622,0.623531222,-0.073058255,0.919959545,0.309035748,0.728714049,0.340944111,0
6.024942875,9.186061859,0.910293102,62.39855576,0.80466181,-0.020938184,0.807830036,0.480881035,-1.037163734,-0.173169479,0
6.021803379,9.125169754,0.779397964,65.86684418,0.736880839,-0.113052733,0.774304509,0.535495281,-0.461774528,-1.036552548,0
6.019206047,9.274765968,0.801250935,66.566185,0.78679812,-0.196237221,0.645848632,0.6208269,-0.215689272,-0.742261648,0
6.018894672,8.664394379,0.780819416,58.52014923,0.86237967,-0.009825646,0.839701414,0.435292631,-0.26982671,-0.734381616,0
6.018496037,8.967651367,0.790755391,63.87771225,0.733355939,-0.164656565,0.80454427,0.306591809,0.067686766,-0.261976242,0
6.017472267,8.465222359,0.8399055,63.32939148,0.595241427,-0.042142995,0.943118811,0.174305618,-0.149429277,-0.496406794,0
6.012739658,8.544193268,0.852702439,66.01926422,0.716534257,0.039651159,0.731464922,0.586549759,-0.400105834,-0.67397368,0
6.011716843,9.865327835,0.865899801,63.68907166,0.836765766,0.182671487,0.739797235,0.784567058,-0.12771225,0.629872143,0
6.009373665,10.44056034,0.916296065,72.72756195,0.499168754,-0.110441908,0.942639291,0.145972148,0.724858284,0.424433529,0
6.007021904,10.13855839,0.893090427,68.04840088,0.793462157,-0.10438063,0.810096323,0.211427912,0.957257986,0.817674637,1
5.995712757,8.330985069,0.826219797,62.53709793,0.602418542,-0.00156391,0.955484569,0.21462217,0.006032201,-0.402287662,1
5.995538712,10.09097576,0.924363256,62.68725967,0.685454726,-0.184899792,0.913418293,0.649233103,-1.058513284,-0.609475136,1
5.993163109,10.28273392,0.945179105,68.42127228,0.700098515,-0.077814296,0.916609168,0.372222155,0.782842278,0.677511692,1
5.992826462,8.577046394,0.848765194,57.40413666,0.694005668,0.115275688,0.835569084,0.464712054,-0.22879523,-0.424650729,1
5.984601498,8.854383469,0.829650402,62.39096451,0.88400501,0.041540116,0.816769838,0.467045605,-0.520349503,-0.653253078,1
5.974888802,10.22639275,0.932119727,70.28170776,0.890059829,0.028237589,0.917839587,0.163433194,0.94207412,0.843355834,1
5.972364426,8.648262978,0.968225241,62.89691162,0.979937136,0.370148867,0.470916927,0.973944485,-1.164533854,-1.17184186,1
5.970564365,10.46269894,0.811163485,74.04169464,0.590956032,0.015434954,0.861816347,0.237081572,0.398182631,0.924594283,1
5.970097542,10.06841087,0.79529345,63.1941185,0.799462974,-0.011543796,0.805351257,0.603504002,-0.573951423,-0.430692345,1
5.96887064,9.980818748,0.809229195,66.85708618,0.8217206,-0.121515714,0.949044526,0.181354657,0.391211659,0.179332837,1
5.964075089,9.282580376,0.855889201,66.95172882,0.800870478,-0.119744293,0.665827513,0.522347212,-0.177853748,-0.824943721,1
5.962921619,10.09388638,0.863067031,64.91131592,0.808384359,0.22050041,0.844815433,0.631384254,-0.046841979,0.738075614,1
5.961034298,9.822107315,0.89219451,66.26942444,0.678222179,-0.131773502,0.864996254,0.286370575,0.136836872,-0.499129236,1
5.960716248,9.242050171,0.785201013,66.38101959,0.825275123,-0.089298949,0.729978859,0.637234926,-0.433210313,-0.808736384,1
5.959361553,10.52268314,0.923688352,74.40352631,0.821416557,-0.164039567,0.650498211,0.358106881,1.064394474,1.458361387,1
5.958809853,10.39049339,0.79669416,73.63548279,0.641884267,-0.060346231,0.831863225,0.34858638,0.492203116,0.921272159,1
5.955646515,8.987882614,0.756932497,58.92390823,0.873569071,0.003250329,0.782105386,0.384267181,0.284335703,-0.524305463,1
5.954650879,10.55195904,0.899773836,75.08885193,0.836064637,-0.079771206,0.697639346,0.362200648,1.004748583,1.537288904,1
5.95452404,10.45493507,0.927212834,73.7829895,0.623741627,-0.088797256,0.902801216,0.23759909,0.694441795,0.386021525,1
5.954442978,9.914319992,0.930439949,62.41413879,0.567254603,-0.302619159,0.966878653,0.205602363,0.865831733,0.644559026,1
5.949995041,10.06570339,0.931349277,63.52941132,0.740132809,-0.052528065,0.713844299,0.816247523,-0.599363983,-0.349530786,1
5.945851803,9.296648026,0.830963194,66.75656128,0.719104826,-0.173039719,0.660934925,0.648474455,-0.110499188,-0.823377907,1
5.945048332,10.15948582,0.917293429,66.96344757,0.727163136,-0.005755996,0.907132328,0.278723896,0.970368207,0.679830611,1
5.940446377,10.0739727,0.917073965,65.10926056,0.685299277,-0.164454147,0.867639601,0.315261304,0.6312989,0.879815161,1
5.936821461,10.3067131,0.934487343,70.94329071,0.903551102,-0.062880538,0.838474393,0.249845102,0.996108115,0.911294937,1
5.936527252,10.18794155,0.909378529,67.36338043,0.597935796,-0.067319475,0.914539933,0.283493221,1.039534211,0.571237922,1
5.936240673,9.015202522,0.938647211,63.09658813,0.908905864,0.056353856,0.902550995,0.372237712,-0.420400292,-0.757136106,1
5.934371471,8.927030563,0.806014717,63.20287323,0.682744801,-0.163661525,0.786294818,0.312310934,0.097195126,-0.228282616,1
5.924112797,8.509345055,0.826908529,65.78673553,0.809259176,0.077852145,0.727998376,0.603455484,-0.250673711,-0.708666265,1
5.922620773,10.52736092,0.900040329,74.63196564,0.838051736,-0.156489342,0.617483139,0.37951529,1.002343178,1.562861204,1
5.917058468,8.468586922,0.804968834,63.14346313,0.623186231,-0.066109814,0.924806714,0.177369043,-0.073721208,-0.374347419,1
5.914283752,10.02529716,0.841218948,64.5929184,0.848071814,-0.001914886,0.846618474,0.761775732,-0.175875798,0.548253596,1
5.91105938,10.17421913,0.925751448,67.09675598,0.620004296,-0.043799434,0.906532168,0.368380159,1.030708909,0.618074775,1
5.91067934,10.49897957,0.887304068,73.7388916,0.77207005,-0.15214093,0.816475332,0.221201479,0.921506464,1.311800718,1
5.901429176,8.773075104,0.830441594,60.25683594,0.663381696,0.167737812,0.706095576,0.385179371,-0.452317506,-0.688423336,1
5.892457485,9.254270554,0.756304562,64.26129913,0.772759497,-0.135093689,0.823664963,0.293339759,-0.314755052,-0.122528806,1
5.887029648,9.98831749,0.95506531,66.34422302,0.794900477,-0.008813069,0.904697299,0.333801061,1.02746582,0.700623572,1
5.886419773,9.866419792,0.839467227,59.1370163,0.72658366,-0.23515515,0.899163663,0.686738968,-0.234162778,-0.651117742,1
5.886137486,9.881410599,0.912639678,65.4719696,0.772223353,-0.057126235,0.925285518,0.187883481,0.781119823,0.471812963,1
5.885462761,9.911125183,0.751262069,67.23877716,0.626699686,-0.209516346,0.936059833,0.257140577,0.578204632,0.395032674,1
5.88543272,9.394716263,0.894326627,63.80759811,0.863195002,0.322456777,0.934745491,0.498704374,-0.934800386,0.063676804,1
5.880597591,10.04474258,0.879372418,65.10926056,0.65639317,-0.085116692,0.808400393,0.298912108,0.645110488,0.860310078,1
5.879684448,10.5405426,0.922657192,74.86040497,0.831694186,-0.172429249,0.654443085,0.352867216,1.02655673,1.522612214,1
5.876466274,9.778838158,0.922505975,64.41842651,0.723431289,-0.189207807,0.653039157,0.507824779,-0.769234776,-0.834303796,1
5.87593174,10.05268764,0.935923874,66.77928162,0.811301708,-0.037411589,0.887895823,0.268628746,1.056877255,0.769939899,1
5.866131306,8.286819458,0.802938998,62.61193466,0.645528495,0.11293903,0.81994009,0.302966446,-0.500260293,-0.658695221,1
5.865815639,9.3540411,0.818986952,64.81194305,0.722352386,-0.147824064,0.877822161,0.240083769,-0.179069921,-0.206812978,1
5.865552425,10.2365284,0.937873363,66.51252747,0.614239335,-0.275435746,0.949392676,0.279638559,0.892637491,0.977511108,1
5.864798546,8.752238274,0.821344614,59.30395126,0.881058872,0.022335315,0.831854463,0.468561232,-0.179715931,-0.785820484,1
5.856523514,8.949892998,0.797612131,63.66088104,0.77801466,-0.20256269,0.781459808,0.315775812,0.064006552,-0.141765803,1
5.855717182,8.839147568,0.802148998,62.10200882,0.865472019,0.016726265,0.820923984,0.502455831,-0.494979411,-0.665707707,1
5.85494566,10.08689213,0.910927355,62.83301926,0.713606298,-0.194762796,0.925462723,0.584303796,-1.052689075,-0.572887778,1
5.847683907,10.44341278,0.908986509,73.43118286,0.574765742,-0.072609469,0.912753046,0.260625869,0.705309868,0.367061794,1
5.844999313,10.44341087,0.888356864,74.04595184,0.729888022,-0.226642936,0.740108192,0.251777887,0.998390973,1.305969119,1
5.841174126,8.894191742,0.889152765,62.65847778,0.726262391,0.091050856,0.779914618,0.479620606,-0.456897646,-0.720114648,1
5.839558601,10.2655611,0.868422449,70.46338654,0.484110981,-0.309963763,0.954113841,0.236502409,0.385255605,0.443356991,1
5.839313984,10.46958542,0.86948663,72.33071136,0.570094943,0.104592361,0.908323646,0.280694604,0.712513387,0.410039097,1
5.838051319,9.143382072,0.839279711,66.0293808,0.723079085,-0.068271443,0.80563885,0.410000592,-0.408879876,-0.966148257,1
5.835483074,10.04206657,0.889009714,62.16176605,0.781591058,-0.244606882,0.819989383,0.662005246,-0.822536409,-0.630067945,1
5.834329128,8.784395218,0.828705788,59.6505661,0.88362509,-0.025209729,0.862373948,0.487208784,-0.136583105,-0.843797743,1
5.832188606,10.30151081,0.886789143,60.22211075,0.840088725,0.116622351,0.917428493,0.313278943,0.185426652,0.119751714,1
5.830160618,10.2559576,0.918696642,69.09938812,0.895956635,-0.026906369,0.803634167,0.368030965,0.994964898,1.051091909,1
5.824557304,9.300539017,0.764071584,64.43893433,0.703000546,-0.091062851,0.866837919,0.272202104,-0.396550894,-0.14944391,1
5.820907593,9.978797913,0.909822166,65.99976349,0.662205756,-0.096157633,0.934273541,0.385139734,0.561347961,0.286211222,1
5.820058346,8.897328377,0.931004941,62.96724319,0.748206615,0.214730084,0.77365911,0.296063691,-0.492819518,-0.728666604,1
5.812400818,9.795022964,0.880258858,64.86287689,0.647184551,-0.06007617,0.68150872,0.507746696,-0.631544709,-0.659978867,1
5.811264515,10.25376892,0.936075211,68.32575989,0.935824215,0.034329139,0.707797885,0.477644771,1.07718575,0.925896466,1
5.80828476,10.03134251,0.940791965,62.27702713,0.589662313,-0.290040016,0.966326058,0.26929301,0.851914585,0.660687685,1
5.806781769,9.951739311,0.802811384,63.93475723,0.77956599,0.024165014,0.883765519,0.663472474,-0.227433905,0.430628031,1
5.801380157,9.090585709,0.93986696,63.39973068,0.853534281,-0.06036834,0.756116271,0.284559757,0.080769531,-0.621826768,1
5.801325321,10.41707993,0.737754107,74.04169464,0.623193622,-0.053714354,0.834068358,0.284103513,0.394397378,0.954131842,1
5.795088291,9.203003883,0.818051338,66.20195007,0.7883057,-0.160406575,0.701595664,0.593581021,-0.489961177,-0.881660104,1
5.794618607,10.34802914,0.786438465,72.6102829,0.756220996,-0.038520422,0.897639513,0.333909512,0.826713324,0.895346284,1
5.792262554,8.337878227,0.869413555,62.12680817,0.62802279,-0.033825692,0.956644356,0.238943219,0.000105379,-0.413514614,1
5.789438725,9.85385704,0.803758562,68.29376984,0.640201688,0.071387805,0.740667343,0.405252457,0.723349333,1.344234228,1
5.786367416,9.990530968,0.770422995,64.4207077,0.840359092,-0.035359878,0.841504574,0.785984397,-0.19873257,0.527851462,1
5.786132813,8.362550735,0.571315944,56.12927246,0.364205927,0.286344051,0.8516559,0.30821377,-1.737298131,-0.797191441,1
5.785868168,9.509374619,0.911876857,66.93709564,0.806579232,-0.12459971,0.476627111,0.652353764,0.965057433,0.608317554,1
5.783891201,9.442013741,0.888634205,64.14102936,0.870159268,0.381656557,0.897752762,0.479080051,-0.83697021,0.003969906,1
5.782557487,9.344018936,0.796768486,64.62174225,0.703041255,-0.077736996,0.869899273,0.219155595,-0.360477358,-0.161319569,1
5.780620098,8.595536232,0.80718559,57.61680222,0.703341067,-0.062986448,0.781342506,0.376929045,-0.227338076,-0.698642075,1
