Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Confidence in national government,Democratic Quality,Delivery Quality,Class
7.415682316,11.06435585,0.958511293,69.56606293,0.959532738,0.082223445,0.397150129,0.682717204,1.397769094,1.803498864,0
7.415144444,10.64052105,0.948128343,71.63430023,0.917961121,0.276096433,0.465601832,0.523448169,1.275260806,1.792761922,0
7.412772655,10.66856194,0.939067066,72.11328888,0.931468964,0.238860041,0.427152246,0.644104123,1.37086308,1.80216682,0
7.406550407,10.71866417,0.924705446,71.26724243,0.918995857,0.292582154,0.504529953,0.542986929,1.355394006,1.85887289,0
7.405616283,10.64022732,0.967029214,72.02824402,0.944586456,0.354614526,0.381771743,0.530786693,1.1947155,1.835443974,0
7.400688648,10.70505238,0.945142388,70.94441223,0.919703901,0.109221973,0.770585775,0.376573861,1.39467001,1.586992741,0
7.400570393,10.36413765,0.889069736,72.13491821,0.706974626,0.085945688,0.818039954,0.443641841,-0.15607816,1.100101471,0
7.393264294,10.59283066,0.935481369,70.01014709,0.916009128,0.080165938,0.4125157,0.46184361,1.455159903,2.058373213,0
7.384571075,10.57176685,0.952016532,71.15820313,0.933043957,-0.011547559,0.265479892,0.468558848,1.412057161,2.037089586,0
7.382232189,10.68636227,0.920521259,71.82653046,0.941115439,0.148936257,0.268513024,0.638707519,1.421821713,2.000473976,0
7.38117075,10.39036751,0.944274664,70.55229187,0.893072486,0.287715673,0.333750874,0.464786351,1.320583105,1.913621783,0
7.368744373,10.75068665,0.912060678,72.74526978,0.918036401,0.131626412,0.246182442,0.485791326,1.241599798,1.976513028,0
7.364169121,10.66709518,0.928205192,72.25133514,0.933379173,0.254067272,0.431539029,0.455871463,1.23374331,1.75117445,0
7.358916283,10.30034924,0.881829858,71.65092468,0.5614779,0.142100871,0.902182698,0.448931694,-0.378653169,1.069919825,0
7.354225159,10.6135788,0.937856853,70.53607178,0.936448395,0.090361446,0.319593191,0.565402389,1.450511217,2.052244186,0
7.352979183,10.26769638,0.936573029,71.47745514,0.592529774,0.1638221,0.922718406,0.404165804,-0.52790606,1.006936669,0
7.324437141,10.74708652,0.879010439,71.61999512,0.903978765,0.249118462,0.41182211,0.579621017,1.243579149,1.865079641,0
7.3214674,9.643378258,0.92753309,66.87400055,0.754523695,-0.000571453,0.87982583,0.536404312,0.210575163,0.030859461,0
7.32118845,10.72916317,0.908995748,71.61999512,0.910179615,0.319302261,0.45694837,0.525242269,1.296198368,1.889317155,0
7.320563316,10.34980011,0.908515871,72.04925537,0.739001632,0.142626047,0.848537862,0.451302052,-0.225939274,1.07678926,0
7.320185184,9.700418472,0.767279446,67.31171417,0.787768304,-0.099098481,0.633281112,0.3614088,-0.274854422,-0.031542644,0
7.309060574,10.68812943,0.95186156,72.51734161,0.921871006,0.316794217,0.356554389,0.478556842,1.120239854,1.765201688,0
7.305892467,10.44780922,0.942380846,71.47745514,0.931882441,0.338060349,0.272608608,0.629681349,1.49615562,2.036119938,0
7.305014133,10.39097214,0.946047485,70.28673553,0.932080269,0.301297486,0.224220231,0.626480997,1.377387881,1.856156945,0
7.30425787,10.66770744,0.917836308,71.95877075,0.93889761,0.256026924,0.441735327,0.516953588,1.293931961,1.833163381,0
7.302678585,10.67785931,0.914193332,70.63227844,0.895979762,0.122441232,0.546144843,0.486446619,1.291469693,1.670084953,0
7.294472694,10.43892574,0.9482705,72.26609039,0.83378607,-0.159639508,0.683210194,0.579760432,0.402238131,1.139710546,0
7.28892231,10.72939968,0.929459989,72.48400116,0.935072064,0.198151082,0.231964141,0.49930203,1.256156087,1.977543712,0
7.288550377,10.67811298,0.92379874,72.38433838,0.922932267,0.303706735,0.44202137,0.464676231,1.196954012,1.81184423,0
7.285390854,10.61274624,0.965276182,71.49838257,0.890681982,0.332327545,0.512578487,0.526932836,1.148994923,1.820202231,0
7.280385971,10.82742596,0.952587247,69.14850616,0.877956271,0.238993734,0.668495476,0.379220605,0.864745378,1.559145331,0
7.280151844,10.42943382,0.958153486,71.479599,0.944000423,0.227064878,0.312235802,0.543508649,1.530002117,1.95185101,0
7.272250175,9.538064003,0.902206898,69.04761505,0.92891407,0.045661923,0.794301391,0.280074805,0.863311112,0.5524562,0
7.271053791,9.472703934,0.915141284,68.76647949,0.881029606,0.047687914,0.762587249,0.532538593,0.865713358,0.501267374,0
7.265977383,10.61797905,0.902532995,71.430336,0.864004612,0.208076924,0.292112172,0.590337634,1.315753698,1.979263186,0
7.261261463,10.27787685,0.859264135,71.07911682,0.662969172,0.13101545,0.898196399,0.184401557,-0.298916966,1.061621189,0
7.257389545,10.69263554,0.972885907,70.77552032,0.85602957,0.339643061,0.618024111,0.332579374,1.17229867,1.606687188,0
7.253757477,10.62901974,0.946635187,71.58848572,0.915733337,0.290439636,0.430810511,0.644675434,1.161860466,1.843305469,0
7.250080109,10.70131111,0.942334235,72.65033722,0.922315717,0.223268315,0.398545116,0.452731758,1.132216096,1.751191378,0
7.249629974,10.41291523,0.930028617,71.25901031,0.901853085,0.277378291,0.289297938,0.61469996,1.489543796,1.965111136,0
7.249285221,10.83974648,0.92539686,69.7709198,0.79225564,0.258483708,0.746894062,0.288647503,0.873045623,1.415543914,0
7.24808073,9.737425804,0.876284182,67.04021454,0.829012871,0.016050767,0.839684486,0.461056739,0.253209829,0.053303592,0
7.247086048,9.574430466,0.914211214,69.36408997,0.926707387,0.009079852,0.788037479,0.40445292,0.857882202,0.556848884,0
7.244845867,10.6709938,0.924392521,72.26780701,0.912423909,0.19691582,0.385090441,0.618195295,1.310352206,1.838850021,0
7.241362572,10.69311428,0.916559398,71.03414917,0.90996182,0.13274014,0.289332151,0.562064052,1.39065659,1.938001156,0
7.239147663,10.69574738,0.932719827,72.22272491,0.945273399,0.188916102,0.250389993,0.563272059,1.338251948,1.940165281,0
7.228888512,9.502802849,0.89204818,68.90194702,0.926105797,-0.032957658,0.836583257,0.322533011,0.781069398,0.472042799,0
7.225687981,10.47082806,0.93660289,71.56868744,0.926576018,0.256222397,0.278270781,0.569690168,1.467140079,2.029567957,0
7.223756313,10.38136387,0.975642204,70.86067963,0.917752504,0.244541749,0.32074818,0.639135182,1.371997356,1.959680557,0
7.218839645,10.63641834,0.921602786,70.80735016,0.900870383,0.059300419,0.721093476,0.602238297,1.059100151,1.428793073,0
7.195585728,10.65869617,0.944599032,72.16123962,0.935146272,0.258976281,0.368251741,0.420419186,1.248593807,1.79015696,0
7.190638065,10.39618587,0.953649879,71.03842926,0.934768736,0.274472028,0.269330204,0.635153055,1.477903485,2.012590408,0
7.188803196,9.744135857,0.944540977,63.89105225,0.676885664,-0.146639004,0.827593684,0.487303972,-1.064787984,-1.349043727,0
7.180953979,10.70251083,0.934592783,70.5018692,0.879069269,0.282747895,0.613625228,0.257242203,1.348835111,1.788303256,0
7.16361618,10.80715179,0.926158726,69.59370422,0.828044355,0.228549257,0.689582586,0.418275833,0.786004841,1.478329778,0
7.159010887,10.39464664,0.889660776,71.95502472,0.772297323,0.144781038,0.804056585,0.43813318,-0.027976096,1.185869336,0
7.158032417,10.79051113,0.911793768,69.45970917,0.830683827,0.185343683,0.665393829,0.503047287,0.772818387,1.450143099,0
7.158000469,9.549329758,0.902069271,69.20224762,0.897879303,0.017814444,0.812863111,0.26219371,0.878200769,0.560793877,0
7.151114464,10.85574341,0.902097046,69.7709198,0.866076887,0.205879509,0.702267468,0.348671198,0.826821387,1.433887959,0
7.144246578,10.77643204,0.967041135,69.45856476,0.943274736,0.233712003,0.472848564,0.632926881,1.294261932,1.701432109,0
7.140282631,9.644085884,0.910421729,64.60224152,0.784814954,-0.108254641,0.706954181,0.393331289,0.079436481,-0.046088338,0
7.135617733,9.642219543,0.900701284,69.6995697,0.872971952,-0.034256343,0.780562043,0.279027581,0.940237939,0.482191563,0
7.130809307,11.41483116,0.916683257,71.8243866,0.789655447,-0.068510741,0.300811768,0.736690223,1.483172297,1.837526202,0
7.122211456,10.65795422,0.936350405,70.01869965,0.941382349,0.294084311,0.490111172,0.497037798,1.224309087,1.825914741,0
7.116590977,10.63632011,0.92297703,70.71643066,0.887026727,-0.003464723,0.651800513,0.46313706,0.973115921,1.378922582,0
7.115138531,10.81558323,0.921705008,69.68231201,0.863202393,0.145243585,0.696925759,0.382531583,0.859106481,1.462400675,0
7.111363888,10.6273756,0.936955452,71.51950836,0.880153596,-0.024295233,0.711043894,0.289129466,1.139849305,1.472870708,0
7.110854626,10.32817173,0.903415501,71.74086761,0.681439221,0.145161554,0.862327278,0.343569756,-0.217279762,1.074690342,0
7.10366106,10.61957264,0.909186184,71.52167511,0.890711069,0.007226236,0.573664308,0.554124534,1.156564236,1.502777457,0
7.101400375,11.42959881,0.934090614,71.1112442,0.961830735,0.091514379,0.3881706,0.770686686,1.460983038,1.90174973,0
7.097251892,11.42674923,0.952371716,70.79856873,0.908303082,0.081512012,0.423341334,0.768445313,1.518027306,1.824003339,0
7.082465172,9.363595009,0.936938047,68.30722809,0.882419884,0.061127555,0.797522187,0.378860384,0.826850057,0.335407704,0
7.07941103,10.37425232,0.864130199,72.04497528,0.752783954,0.100288846,0.789429903,0.405343235,-0.175023496,1.19148016,0
7.07644701,10.69849014,0.928110301,71.73971558,0.900305152,0.090249822,0.55747962,0.454789877,1.263259649,1.564293861,0
7.066577435,9.780121803,0.931629658,64.19911194,0.80410856,-0.205540046,0.743374348,0.539273024,-0.967048168,-1.405262709,0
7.062364578,11.29359245,0.822033048,75.53770447,0.834887624,0.135153309,0.132603154,0.843872547,0.543806016,2.078053713,0
7.048071861,10.70004845,0.926318586,72.04971313,0.888513982,0.071684547,0.52364099,0.432638228,1.05376327,1.568969846,0
7.045911312,10.68022728,0.958702445,70.29021454,0.834729671,0.306951791,0.579600155,0.29256928,1.205059886,1.636236429,0
7.04073143,11.05076122,0.958144009,71.57509613,0.874589145,0.161003679,0.398544312,0.574739754,1.085432649,1.564082265,0
7.037816525,9.614010811,0.916252911,64.08692932,0.833655775,-0.085789926,0.662166715,0.502891362,0.190550372,0.063088126,0
7.037137508,10.69053364,0.925923228,71.07910156,0.889428854,0.166920766,0.412168294,0.628003657,1.060863018,1.773268819,0
7.033740044,9.60498333,0.905028522,66.71156311,0.721393645,0.022574635,0.889423907,0.602612615,0.32747215,0.03247403,0
7.029364109,10.50141621,0.955068171,70.47621155,0.841306746,0.393231273,0.586813152,0.50351125,0.850906134,1.667571664,0
7.026226997,10.83011532,0.903192282,69.7709198,0.822662294,0.199201018,0.71003443,0.348855615,0.897014558,1.467069626,0
7.018379211,10.80623436,0.967744648,71.3057251,0.921629548,0.25219956,0.406036258,0.459882379,1.18524611,1.686500072,0
7.008064747,10.53568745,0.935350597,71.31040955,0.833327115,-0.041863956,0.668875813,0.452659398,0.925257206,1.445396304,0
7.006904125,10.71840572,0.977377594,70.77765656,0.952034354,0.37303108,0.589912653,0.529104173,1.127179742,1.593909144,0
7.000831604,9.521715164,0.912818074,63.50106049,0.766716063,-0.068194427,0.722514987,0.427178532,0.34414953,-0.055283636,0
6.994614601,10.44376469,0.956858516,71.99684906,0.78208214,-0.103361994,0.783717752,0.47624892,0.423869252,1.115817904,0
6.986463547,10.54279518,0.953838587,69.77284241,0.759144187,0.320796579,0.547769129,0.324165732,0.907858193,1.704907894,0
6.985463619,9.605988503,0.933167398,65.88036346,0.899846315,0.54221499,0.919834435,0.720304966,-0.890584469,-0.007606622,0
6.984214306,10.68190861,0.937558949,71.07910156,0.898683429,0.077234603,0.473952919,0.601368845,1.180758357,1.782412052,0
6.980998993,9.640237808,0.898316443,64.82875061,0.713814318,-0.128697455,0.710303426,0.355228692,0.200818881,-0.15146631,0
6.967340946,11.45915508,0.941260576,72.2013092,0.882365346,0.005297689,0.356336325,0.678977847,1.421888709,1.801322937,0
6.965125084,10.66696453,0.931420565,70.55317688,0.894312978,0.013549269,0.56579423,0.557760656,1.167083979,1.639718413,0
6.964645386,10.71657276,0.961785913,70.86531067,0.90219456,0.291833282,0.572632253,0.3458727,1.131797075,1.579027534,0
6.964097023,11.40205193,0.913907707,71.46674347,0.916520953,0.044481251,0.402753204,0.743670523,1.490909815,1.840276241,0
6.962819099,9.616588593,0.868220747,66.89726257,0.682463408,-0.081315048,0.764225543,0.446137846,-0.242725641,-0.115202382,0
6.959185123,10.53095627,0.92128557,72.1006546,0.903366625,-0.113141216,0.626624525,0.375089258,0.886830628,1.374962091,0
6.957920074,11.39750004,0.938559353,70.80285645,0.939101696,0.112811804,0.431606978,0.824018121,1.50280714,1.798499703,0
6.949999809,10.69957161,0.898920476,71.42971802,0.885026872,0.108960405,0.566931307,0.407695413,1.331010818,1.621878743,0
6.948936462,10.64682102,0.928964078,72.14292908,0.865759015,-0.064890452,0.4966591,0.419177502,0.91794914,1.418199778,0
6.946599007,10.34908676,0.809104383,72.97032166,0.68235606,-0.059041344,0.827300906,0.283037215,0.569707453,0.948907077,0
6.935122013,10.62246037,0.92711705,71.3420105,0.855266631,-0.059749197,0.757572532,0.44011718,1.136510849,1.466563344,0
6.930903435,9.606917381,0.922481298,66.55373383,0.707384586,0.068079896,0.88065052,0.310028732,0.251812726,0.120614246,0
6.918055058,10.52939415,0.936884105,71.00428009,0.905278027,0.336297154,0.568043172,0.379231632,0.907619238,1.667560935,0
6.909515381,9.675513268,0.824064076,67.1676712,0.831368089,-0.105269365,0.697580218,0.383446395,-0.273038357,-0.090883285,0
6.90654707,10.49245167,0.964428782,70.16835022,0.816228807,0.331391543,0.558927298,0.384066552,0.712442398,1.61701417,0
6.904219151,10.63880634,0.885208845,72.14292908,0.869474947,0.053085301,0.46878463,0.459024221,0.987220705,1.440813422,0
6.894139767,9.54223156,0.937078059,66.40090942,0.640218794,0.091073237,0.915287375,0.25014171,0.280291885,0.015082397,0
6.89112711,11.44737625,0.875469446,72.2013092,0.937987685,0.090384804,0.366286784,0.662738323,1.466502905,1.816249967,0
6.888284206,10.67675877,0.977429569,71.65734863,0.885196149,0.263398528,0.708049297,0.238103107,1.320501089,1.837874293,0
6.880784035,10.51577282,0.934574962,70.91662598,0.888970494,0.361319065,0.425169915,0.421262175,0.87070173,1.646371841,0
6.873763084,10.69784451,0.906029284,71.07910156,0.870515049,0.138018474,0.445922136,0.552613556,1.043180943,1.748804927,0
6.869248867,10.50802135,0.94871068,70.95724487,0.899774432,0.326122075,0.437595308,0.467890024,0.824559629,1.620297194,0
6.86648035,9.855213165,0.895719826,67.37644958,0.811337948,0.025256436,0.814464629,0.418275893,0.141505435,0.022553973,0
6.863946915,10.87666035,0.903571069,69.7709198,0.848753452,0.203884602,0.697542608,0.346936464,0.893903494,1.42824471,0
6.859835625,9.808291435,0.89739114,67.20800781,0.783182502,0.005216825,0.795796633,0.361556232,0.144992128,0.028142724,0
6.855329037,10.63065338,0.943549156,72.14292908,0.86095351,-0.008175617,0.511975765,0.469111621,1.033804297,1.40902257,0
6.854004383,9.610069275,0.878272951,69.53182983,0.906925678,-0.060607702,0.761419415,0.261169255,0.916762531,0.538675547,0
6.853514194,10.62342072,0.930570185,71.16234589,0.806930244,0.012188927,0.697365582,0.33651647,1.085666656,1.445168018,0
6.850679874,9.459926605,0.915759027,68.52424622,0.912005961,0.095977247,0.815712631,0.360780925,0.663537085,0.43675974,0
6.844238281,10.00903797,0.861552179,69.09392548,0.733326375,0.203350574,0.758497715,0.399530023,0.751715839,1.394348741,0
6.841114998,10.2661972,0.868216813,70.68721008,0.68286407,0.211717248,0.867820978,0.21780324,-0.254635632,1.004300117,0
6.839087009,8.886497498,0.734112799,62.45551682,0.670932412,-0.114353083,0.647527635,0.585728705,0.02572855,-0.180710003,0
6.837331295,9.58459568,0.905528128,63.80070114,0.805949271,-0.067270711,0.656036079,0.511266649,0.29241237,0.051865902,0
6.833754539,11.133461,0.920632064,73.65724182,0.866892278,0.274598211,0.063614883,0.933893085,0.405456036,2.009300947,0
6.833477497,10.44544411,0.811736107,71.47497559,0.774590671,0.042176422,0.801423609,0.563541174,0.728601873,1.226453185,0
6.830125332,11.02099895,0.95294255,71.44041443,0.892276943,0.219868049,0.408756912,0.571841061,1.121519446,1.685622573,0
6.829036236,9.680820465,0.876327813,66.76859283,0.6774773,-0.133049652,0.784897923,0.413553208,-0.33441925,-0.096734367,0
6.8242836,10.57719326,0.954068184,71.79316711,0.821192145,0.239836901,0.458313286,0.40863207,0.808277428,1.719783783,0
6.824172974,9.731064796,0.893492579,67.93761444,0.751613081,-0.157982796,0.808579445,0.277944058,-0.427138358,-0.209451661,0
6.803599834,10.88447571,0.896751285,69.7709198,0.757893085,0.12846604,0.738919556,0.297205657,0.728748739,1.493717551,0
6.802388668,9.650847435,0.876389682,67.02984619,0.778120756,-0.053913124,0.692891896,0.37198627,-0.273978293,-0.12431024,0
6.801930904,10.55540276,0.969869673,69.64028931,0.83833164,0.325710297,0.498093426,0.363637656,0.955493867,1.748604655,0
6.797901154,10.51521397,0.942954779,71.70446014,0.849702179,-0.114192359,0.622954249,0.401466221,0.941972136,1.432198167,0
6.779774189,10.54413414,0.87966311,71.66785431,0.543076873,0.040432975,0.945625067,0.363116562,0.790612161,0.494907379,0
6.775805473,9.884780884,0.889073491,66.69458771,0.815802038,-0.174471676,0.754645705,0.607537687,0.251967728,-0.442329347,0
6.760085106,10.73034668,0.955188334,71,0.883772016,0.320522308,0.558394194,0.285015553,1.106405377,1.584632158,0
6.758147717,10.55194569,0.910247326,71.26724243,0.85703969,0.344311208,0.484118432,0.422672093,0.845568657,1.770141125,0
6.74015379,9.998721123,0.862404704,68.93273163,0.736887336,0.071252346,0.741154909,0.3072685,0.735013962,1.416341901,0
6.739911079,8.895611763,0.756653905,62.71142197,0.669337869,-0.074294984,0.694180071,0.522518575,0.065193266,-0.179779112,0
6.735627174,10.35305977,0.930592895,70.87710571,0.850328267,-0.205266893,0.900430739,0.415120721,1.019347548,0.910852969,0
6.724531174,10.60729599,0.939308643,70.11277008,0.842656434,0.084651679,0.688005984,0.395424008,1.047309041,1.637933135,0
6.702362061,10.66480923,0.926406622,70.59593964,0.904440463,0.060317129,0.67923671,0.516928196,1.084679723,1.656006575,0
6.701571465,11.45199203,0.933604598,72.2013092,0.932256401,0.037600271,0.37539047,0.694678366,1.49305284,1.838429928,0
6.697655678,10.25343132,0.888043344,69.1553421,0.725945652,-0.16277273,0.91589886,0.242542624,1.034656048,0.811469018,0
6.69713068,9.85751152,0.926492274,67.25832367,0.881223679,-0.174311623,0.850906193,0.378169239,0.213269234,-0.57605058,0
6.696444035,10.37195969,0.858300388,60.4984169,0.838140428,0.061395265,0.958828151,0.287057579,0.208884403,0.135110915,0
6.691424847,9.532859802,0.878107548,63.19451523,0.781931102,-0.090690665,0.688272774,0.511010051,0.128192991,-0.085758515,0
6.689608574,10.41007519,0.843654513,71.80979919,0.745468855,0.168254092,0.840676486,0.399997503,0.830783784,1.184861422,0
6.679831028,9.708677292,0.781964958,67.61637115,0.779132903,-0.10005594,0.629851162,0.327582031,-0.426801324,-0.14058508,0
6.671114445,9.841482162,0.917870402,67.11812592,0.745057762,-0.1645291,0.854191601,0.408961415,0.170099333,-0.665261686,0
6.66712141,10.52854156,0.907690823,72.19274139,0.877795756,-0.135102838,0.699069381,0.395130515,0.833995402,1.348816752,0
6.663609028,9.513044357,0.884350836,65.26730347,0.92688185,0.390435398,0.923195601,0.539867997,-0.769357681,-0.029972352,0
6.649365425,10.5279417,0.93709743,71.97216034,0.841320336,-0.159649923,0.607905269,0.44062534,0.896523654,1.345152617,0
6.646961212,10.37580013,0.808002651,69.63173676,0.575308859,-0.198117048,0.844570935,0.38142845,0.754031658,0.64810282,0
6.641956806,11.09796429,0.845258594,73.97660828,0.660659015,0.027291948,0.065775275,0.908407509,0.505372524,2.039838314,0
6.64149332,10.56577492,0.934782326,69.98021698,0.843784511,0.116938382,0.689930737,0.519230902,1.097746134,1.627326488,0
6.63565588,9.875193596,0.85695523,68.52030945,0.786367476,0.095157817,0.701824725,0.478705615,0.887606621,1.385960937,0
